id,account_id,amount,payee,payee_is_new,timestamp,reference,location_country,location_lat,location_lon,injected_label
syn_c62dba90,SYNTH-016,302.0,Netflix,False,2026-08-13T19:33:57.947897Z,REF-7879,FR,48.8566,2.3522,
syn_594d3c79,SYNTH-021,18.37,Deliveroo,True,2026-08-13T20:34:19.947897Z,REF-5301,FR,48.8566,2.3522,
syn_1d4f591b,SYNTH-030,230.07,Deliveroo,False,2026-08-14T08:22:19.947897Z,REF-7982,FR,48.8566,2.3522,
syn_1b8025be,SYNTH-028,373.73,Sainsburys,False,2026-08-14T08:55:06.947897Z,REF-4591,FR,48.8566,2.3522,
syn_3ed39c6e,SYNTH-014,77.33,Tesco,False,2026-08-14T09:18:23.947897Z,REF-1819,GB,51.5074,-0.1278,
syn_4952b627,SYNTH-003,427.53,Uber,False,2026-08-14T11:31:58.947897Z,REF-2230,GB,51.5074,-0.1278,
syn_b01a39cc,SYNTH-013,458.29,Tesco,False,2026-08-14T12:59:35.947897Z,REF-6831,GB,51.5074,-0.1278,
syn_8e5c6716,SYNTH-016,151.73,Uber,False,2026-08-14T14:44:06.947897Z,REF-8510,GB,51.5074,-0.1278,
syn_1cbf8278,SYNTH-028,164.3,EE,False,2026-08-14T18:10:10.947897Z,REF-3661,GB,51.5074,-0.1278,
syn_c458e015,SYNTH-013,155.29,Vodafone,True,2026-08-14T18:43:40.947897Z,REF-4078,FR,48.8566,2.3522,
syn_9784d0d9,SYNTH-011,431.82,Vodafone,False,2026-08-14T20:56:14.947897Z,REF-3338,GB,52.4862,-1.8904,
syn_2ec77c48,SYNTH-008,296.43,Deliveroo,False,2026-08-15T09:23:21.947897Z,REF-9167,GB,51.5074,-0.1278,
syn_18bd9533,SYNTH-012,428.27,Amazon,False,2026-08-15T10:17:09.947897Z,REF-3249,FR,48.8566,2.3522,
syn_0522f350,SYNTH-007,350.68,Deliveroo,False,2026-08-15T10:56:22.947897Z,REF-2613,FR,48.8566,2.3522,
syn_fa2a1185,SYNTH-003,164.77,Deliveroo,False,2026-08-15T12:04:59.947897Z,REF-9281,FR,48.8566,2.3522,
syn_22e82b58,SYNTH-013,216.6,O2,False,2026-08-15T14:23:08.947897Z,REF-9040,GB,52.4862,-1.8904,
syn_18013a78,SYNTH-005,382.88,Vodafone,False,2026-08-15T15:13:16.947897Z,REF-4733,GB,52.4862,-1.8904,
syn_6134a0a4,SYNTH-001,60.63,Deliveroo,False,2026-08-15T15:36:16.947897Z,REF-3175,GB,52.4862,-1.8904,
syn_fb6d3770,SYNTH-014,54.77,Deliveroo,False,2026-08-15T15:55:07.947897Z,REF-4281,GB,51.5074,-0.1278,
syn_774a4497,SYNTH-014,31.53,Netflix,False,2026-08-15T17:30:13.947897Z,REF-3013,DE,52.52,13.405,
syn_4093fdb4,SYNTH-029,367.85,Uber,False,2026-08-15T17:49:12.947897Z,REF-6472,GB,51.5074,-0.1278,
syn_2cecc64c,SYNTH-024,305.51,Uber,False,2026-08-15T18:06:42.947897Z,REF-2183,DE,52.52,13.405,
syn_32efebed,SYNTH-021,254.25,Spotify,False,2026-08-15T19:18:20.947897Z,REF-1635,GB,51.5074,-0.1278,
syn_23fd1ef8,SYNTH-024,122.24,Deliveroo,False,2026-08-15T19:25:50.947897Z,REF-5727,GB,51.5074,-0.1278,
syn_becf98e2,SYNTH-004,198.78,Netflix,True,2026-08-15T19:48:30.947897Z,REF-8890,GB,52.4862,-1.8904,
syn_d66e3a32,SYNTH-029,365.64,Vodafone,False,2026-08-15T20:21:33.947897Z,REF-6566,GB,51.5074,-0.1278,
syn_73531b56,SYNTH-008,185.63,O2,False,2026-08-16T08:44:49.947897Z,REF-3395,GB,52.4862,-1.8904,
syn_4e68fde7,SYNTH-030,137.86,Sainsburys,False,2026-08-16T09:05:35.947897Z,REF-8475,FR,48.8566,2.3522,
syn_771ea4ef,SYNTH-023,296.39,Deliveroo,True,2026-08-16T09:56:11.947897Z,REF-5437,GB,52.4862,-1.8904,
syn_a9e413a5,SYNTH-009,493.9,Vodafone,False,2026-08-16T11:48:10.947897Z,REF-1757,GB,52.4862,-1.8904,
syn_8d766a72,SYNTH-024,315.9,Sainsburys,False,2026-08-16T13:51:26.947897Z,REF-4402,GB,51.5074,-0.1278,
syn_c264e017,SYNTH-005,83.61,Spotify,True,2026-08-16T14:20:25.947897Z,REF-6552,FR,48.8566,2.3522,
syn_b789908e,SYNTH-029,346.46,Amazon,False,2026-08-16T17:12:19.947897Z,REF-3404,GB,52.4862,-1.8904,
syn_5a4dcf13,SYNTH-014,13.28,Deliveroo,True,2026-08-16T17:21:01.947897Z,REF-1425,DE,52.52,13.405,
syn_b1795408,SYNTH-012,243.02,Deliveroo,False,2026-08-16T17:28:21.947897Z,REF-5534,FR,48.8566,2.3522,
syn_a338e026,SYNTH-005,99.6,Vodafone,True,2026-08-16T17:45:12.947897Z,REF-4023,GB,52.4862,-1.8904,
syn_5ebbae8d,SYNTH-010,267.01,Netflix,False,2026-08-16T19:16:03.947897Z,REF-6851,GB,51.5074,-0.1278,
syn_9f60780f,SYNTH-027,14.4,Vodafone,False,2026-08-16T19:38:48.947897Z,REF-4727,GB,52.4862,-1.8904,
syn_ac125bc5,SYNTH-017,176.48,Spotify,True,2026-08-16T20:33:41.947897Z,REF-1397,GB,53.4808,-2.2426,
syn_2c0b9e20,SYNTH-006,42.22,Spotify,False,2026-08-17T08:04:07.947897Z,REF-5941,FR,48.8566,2.3522,
syn_8f721a14,SYNTH-002,492.64,Uber,False,2026-08-17T08:08:39.947897Z,REF-4945,GB,52.4862,-1.8904,
syn_1f3ba60a,SYNTH-001,333.04,EE,False,2026-08-17T09:16:24.947897Z,REF-3351,GB,51.5074,-0.1278,
syn_c0dcac3d,SYNTH-028,86.06,Uber,False,2026-08-17T09:32:21.947897Z,REF-5539,DE,52.52,13.405,
syn_64f6fb27,SYNTH-003,128.58,Spotify,False,2026-08-17T11:13:51.947897Z,REF-2162,DE,52.52,13.405,
syn_4c4f350c,SYNTH-013,157.99,Vodafone,False,2026-08-17T11:34:13.947897Z,REF-2954,GB,52.4862,-1.8904,
syn_cb1bf2f4,SYNTH-003,308.47,Netflix,False,2026-08-17T12:02:21.947897Z,REF-4391,GB,53.4808,-2.2426,
syn_d703baf2,SYNTH-020,326.12,Vodafone,False,2026-08-17T12:55:16.947897Z,REF-9795,GB,52.4862,-1.8904,
syn_37a859b2,SYNTH-006,197.23,Amazon,False,2026-08-17T13:08:49.947897Z,REF-8552,DE,52.52,13.405,
syn_336ff0d9,SYNTH-005,144.23,EE,False,2026-08-17T13:27:38.947897Z,REF-5567,GB,53.4808,-2.2426,
syn_41c658da,SYNTH-005,239.91,Uber,True,2026-08-17T14:08:00.947897Z,REF-5955,GB,52.4862,-1.8904,
syn_df7fe4f8,SYNTH-004,185.44,Uber,False,2026-08-17T14:22:58.947897Z,REF-1227,GB,53.4808,-2.2426,
syn_c1ed986d,SYNTH-030,56.86,Vodafone,False,2026-08-17T14:50:45.947897Z,REF-1562,GB,52.4862,-1.8904,
syn_609a1fa9,SYNTH-013,110.11,O2,False,2026-08-17T19:44:10.947897Z,REF-1526,FR,48.8566,2.3522,
syn_068bde33,SYNTH-027,76.94,EE,False,2026-08-17T20:11:06.947897Z,REF-4844,DE,52.52,13.405,
syn_737e71e1,SYNTH-025,342.23,Tesco,False,2026-08-17T20:34:48.947897Z,REF-2603,GB,52.4862,-1.8904,
syn_ecbe2368,SYNTH-024,346.08,Sainsburys,False,2026-08-18T08:44:25.947897Z,REF-9066,FR,48.8566,2.3522,
syn_736938d3,SYNTH-019,226.3,Tesco,True,2026-08-18T10:04:56.947897Z,REF-5670,GB,52.4862,-1.8904,
syn_ce1ac898,SYNTH-026,417.74,Amazon,True,2026-08-18T13:36:44.947897Z,REF-9199,GB,53.4808,-2.2426,
syn_024a06f6,SYNTH-002,225.82,Deliveroo,False,2026-08-18T13:52:13.947897Z,REF-2441,GB,53.4808,-2.2426,
syn_bced243f,SYNTH-018,61.19,O2,False,2026-08-18T14:10:12.947897Z,REF-4824,DE,52.52,13.405,
syn_ee374621,SYNTH-003,72.16,EE,False,2026-08-18T15:20:52.947897Z,REF-6695,GB,53.4808,-2.2426,
syn_c05b49a9,SYNTH-015,33.66,Deliveroo,False,2026-08-18T15:28:32.947897Z,REF-4363,DE,52.52,13.405,
syn_b8f44631,SYNTH-015,285.09,Sainsburys,False,2026-08-18T15:53:44.947897Z,REF-4954,FR,48.8566,2.3522,
syn_82e8acb5,SYNTH-026,423.65,Uber,False,2026-08-18T17:36:13.947897Z,REF-2291,DE,52.52,13.405,
syn_6b4041c4,SYNTH-010,96.69,O2,False,2026-08-18T17:47:51.947897Z,REF-5550,GB,52.4862,-1.8904,
syn_417a81db,SYNTH-017,32.94,Sainsburys,False,2026-08-18T19:50:47.947897Z,REF-7881,GB,53.4808,-2.2426,
syn_53b57121,SYNTH-014,31.28,O2,False,2026-08-19T09:40:23.947897Z,REF-8723,GB,52.4862,-1.8904,
syn_9eed6907,SYNTH-025,228.54,Vodafone,False,2026-08-19T09:51:34.947897Z,REF-6932,GB,51.5074,-0.1278,
syn_c01cd66f,SYNTH-005,194.89,Tesco,False,2026-08-19T10:32:16.947897Z,REF-2587,GB,52.4862,-1.8904,
syn_c0335bda,SYNTH-024,335.48,Spotify,False,2026-08-19T14:04:17.947897Z,REF-5438,DE,52.52,13.405,
syn_fec3236c,SYNTH-011,178.63,Tesco,True,2026-08-19T16:15:24.947897Z,REF-5816,FR,48.8566,2.3522,
syn_b1c8b5ad,SYNTH-027,403.38,Uber,False,2026-08-20T08:44:26.947897Z,REF-5611,FR,48.8566,2.3522,
syn_464e446e,SYNTH-018,128.26,Spotify,True,2026-08-20T09:33:58.947897Z,REF-8893,DE,52.52,13.405,
syn_4e3502ff,SYNTH-005,464.79,Tesco,False,2026-08-20T10:36:41.947897Z,REF-4531,GB,53.4808,-2.2426,
syn_60373723,SYNTH-004,99.42,Vodafone,False,2026-08-20T10:42:21.947897Z,REF-5329,FR,48.8566,2.3522,
syn_8c2aa834,SYNTH-021,354.47,Sainsburys,False,2026-08-20T11:11:55.947897Z,REF-8301,GB,52.4862,-1.8904,
syn_8230c108,SYNTH-023,79.14,O2,True,2026-08-20T12:07:17.947897Z,REF-7249,GB,51.5074,-0.1278,
syn_aefeb832,SYNTH-012,445.41,Amazon,False,2026-08-20T13:37:41.947897Z,REF-2902,GB,53.4808,-2.2426,
syn_a97a4976,SYNTH-028,191.41,Netflix,False,2026-08-20T15:08:01.947897Z,REF-2624,DE,52.52,13.405,
syn_209512c3,SYNTH-022,56.18,Tesco,False,2026-08-20T16:48:38.947897Z,REF-4237,GB,53.4808,-2.2426,
syn_08fabe99,SYNTH-025,158.19,EE,False,2026-08-20T18:57:17.947897Z,REF-7354,DE,52.52,13.405,
syn_2f1ad619,SYNTH-005,68.32,O2,False,2026-08-20T19:06:19.947897Z,REF-7200,GB,51.5074,-0.1278,
syn_3f20b30d,SYNTH-006,213.94,Spotify,False,2026-08-20T19:50:14.947897Z,REF-2891,DE,52.52,13.405,
syn_cmb_6fbef760,SYNTH-006,10704.99,Unknown Offshore Entity,True,2026-08-21T03:15:44.947897Z,REF-6087,GB,51.5074,-0.1278,combined
syn_ae4bff1b,SYNTH-022,483.62,Vodafone,False,2026-08-21T08:53:30.947897Z,REF-6784,FR,48.8566,2.3522,
syn_b3e3264d,SYNTH-019,30.0,Uber,False,2026-08-21T09:00:22.947897Z,REF-1920,GB,51.5074,-0.1278,
syn_6efe6f17,SYNTH-002,241.99,Uber,False,2026-08-21T13:30:48.947897Z,REF-8024,GB,52.4862,-1.8904,
syn_46b5ad01,SYNTH-005,247.62,O2,True,2026-08-21T15:14:03.947897Z,REF-4395,GB,53.4808,-2.2426,
syn_c89f12f2,SYNTH-028,433.76,Spotify,False,2026-08-21T17:50:47.947897Z,REF-2090,GB,51.5074,-0.1278,
syn_6cc7a208,SYNTH-026,60.62,Tesco,False,2026-08-21T19:53:19.947897Z,REF-8088,FR,48.8566,2.3522,
syn_25dcd61e,SYNTH-001,207.36,O2,False,2026-08-21T20:42:07.947897Z,REF-8321,FR,48.8566,2.3522,
syn_e6b51bd9,SYNTH-001,267.9,O2,True,2026-08-22T09:41:02.947897Z,REF-4820,GB,52.4862,-1.8904,
syn_6154f022,SYNTH-002,426.3,Amazon,True,2026-08-22T10:09:47.947897Z,REF-2313,DE,52.52,13.405,
syn_eeed927a,SYNTH-009,268.35,Uber,False,2026-08-22T10:34:04.947897Z,REF-9223,GB,51.5074,-0.1278,
syn_96f00d76,SYNTH-012,24.02,Netflix,False,2026-08-22T11:51:37.947897Z,REF-9226,DE,52.52,13.405,
syn_4a64dfeb,SYNTH-028,238.6,Deliveroo,False,2026-08-22T12:38:32.947897Z,REF-7570,DE,52.52,13.405,
syn_0357f1c4,SYNTH-001,16.36,Uber,False,2026-08-22T14:02:00.947897Z,REF-9957,DE,52.52,13.405,
syn_3a946222,SYNTH-010,418.42,Deliveroo,False,2026-08-22T14:45:57.947897Z,REF-8531,GB,53.4808,-2.2426,
syn_it1_de56c114,SYNTH-027,91.04,Sainsburys,False,2026-08-22T16:09:33.947897Z,REF-5215,JP,35.6762,139.6503,impossible_travel
syn_it2_0284aaee,SYNTH-027,113.78,Vodafone,False,2026-08-22T16:15:33.947897Z,REF-7035,IN,22.5726,88.3639,impossible_travel
syn_343cf1d7,SYNTH-026,133.36,Amazon,False,2026-08-22T16:24:28.947897Z,REF-3462,GB,52.4862,-1.8904,
syn_5c7a7301,SYNTH-008,185.83,EE,False,2026-08-22T16:36:10.947897Z,REF-6833,GB,51.5074,-0.1278,
syn_10d0902b,SYNTH-029,264.65,Amazon,False,2026-08-22T17:44:05.947897Z,REF-9726,GB,53.4808,-2.2426,
syn_3f11a6c9,SYNTH-005,137.22,Sainsburys,False,2026-08-22T18:54:22.947897Z,REF-3996,DE,52.52,13.405,
syn_e356ebfb,SYNTH-001,468.65,Spotify,False,2026-08-22T19:30:21.947897Z,REF-5873,GB,52.4862,-1.8904,
syn_df070a95,SYNTH-004,81.11,O2,False,2026-08-22T19:35:30.947897Z,REF-7425,FR,48.8566,2.3522,
syn_310fdd4b,SYNTH-019,384.07,EE,False,2026-08-23T08:15:09.947897Z,REF-2167,GB,53.4808,-2.2426,
syn_904f972e,SYNTH-006,47.87,O2,False,2026-08-23T08:34:09.947897Z,REF-4048,GB,53.4808,-2.2426,
syn_11027984,SYNTH-020,68.93,Tesco,False,2026-08-23T09:27:17.947897Z,REF-7067,DE,52.52,13.405,
syn_b1b86c36,SYNTH-024,379.87,Uber,False,2026-08-23T10:27:26.947897Z,REF-2947,FR,48.8566,2.3522,
syn_dde28117,SYNTH-020,258.94,Amazon,True,2026-08-23T10:30:50.947897Z,REF-9147,DE,52.52,13.405,
syn_832ec5a1,SYNTH-003,160.16,O2,False,2026-08-23T11:27:53.947897Z,REF-9772,DE,52.52,13.405,
syn_cab31546,SYNTH-009,499.98,Deliveroo,False,2026-08-23T14:25:30.947897Z,REF-3482,FR,48.8566,2.3522,
syn_eaaf6a0a,SYNTH-019,342.08,Netflix,False,2026-08-23T14:31:02.947897Z,REF-5756,GB,53.4808,-2.2426,
syn_a7164fa6,SYNTH-017,69.22,Vodafone,False,2026-08-23T15:49:55.947897Z,REF-1155,FR,48.8566,2.3522,
syn_5f6a5998,SYNTH-030,139.32,O2,False,2026-08-23T18:41:39.947897Z,REF-8652,GB,52.4862,-1.8904,
syn_26866be0,SYNTH-027,228.51,Vodafone,False,2026-08-23T19:04:21.947897Z,REF-1383,GB,53.4808,-2.2426,
syn_6de90707,SYNTH-002,380.11,EE,False,2026-08-23T19:08:59.947897Z,REF-4169,GB,52.4862,-1.8904,
syn_faaccc7d,SYNTH-016,473.68,Amazon,True,2026-08-23T19:12:25.947897Z,REF-3988,GB,53.4808,-2.2426,
syn_0554732b,SYNTH-014,111.1,EE,False,2026-08-23T19:45:29.947897Z,REF-7756,GB,52.4862,-1.8904,
syn_e06c67a1,SYNTH-001,137.69,Tesco,False,2026-08-23T20:14:08.947897Z,REF-9992,DE,52.52,13.405,
syn_e7e9f3b4,SYNTH-020,33.84,Vodafone,False,2026-08-24T09:31:13.947897Z,REF-8350,GB,53.4808,-2.2426,
syn_803a7e6a,SYNTH-020,99.62,O2,False,2026-08-24T09:37:43.947897Z,REF-2760,GB,52.4862,-1.8904,
syn_b1ba0b49,SYNTH-022,223.92,Amazon,False,2026-08-24T11:10:04.947897Z,REF-1819,GB,52.4862,-1.8904,
syn_bf235b75,SYNTH-028,114.54,Amazon,True,2026-08-24T11:11:46.947897Z,REF-2932,FR,48.8566,2.3522,
syn_0894232a,SYNTH-015,183.51,Vodafone,True,2026-08-24T11:16:07.947897Z,REF-8618,GB,52.4862,-1.8904,
syn_fd5876ed,SYNTH-025,198.21,Deliveroo,False,2026-08-24T11:33:43.947897Z,REF-4164,GB,51.5074,-0.1278,
syn_934c3343,SYNTH-015,345.04,Tesco,False,2026-08-24T13:37:04.947897Z,REF-7530,FR,48.8566,2.3522,
syn_b5d54bb6,SYNTH-029,496.0,Deliveroo,False,2026-08-24T13:58:20.947897Z,REF-5041,DE,52.52,13.405,
syn_6a26fe62,SYNTH-012,186.99,Deliveroo,False,2026-08-24T14:13:21.947897Z,REF-6753,FR,48.8566,2.3522,
syn_c0c4fbec,SYNTH-006,62.57,Amazon,False,2026-08-24T18:29:30.947897Z,REF-9874,GB,52.4862,-1.8904,
